nginx-1  | 172.19.0.1 - GET /npm HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=- uri="/npm" args="-"
nginx-1  | 172.19.0.1 - GET /minipass-sized/-/minipass-sized-1.0.3.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/minipass-sized/-/minipass-sized-1.0.3.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /mkdirp/-/mkdirp-1.0.4.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/mkdirp/-/mkdirp-1.0.4.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /minipass-flush/-/minipass-flush-1.0.7.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/minipass-flush/-/minipass-flush-1.0.7.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /ms/-/ms-2.1.3.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/ms/-/ms-2.1.3.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /minipass-fetch/-/minipass-fetch-4.0.1.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/minipass-fetch/-/minipass-fetch-4.0.1.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /msgpackr/-/msgpackr-1.12.1.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/msgpackr/-/msgpackr-1.12.1.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /minipass-collect/-/minipass-collect-2.0.1.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/minipass-collect/-/minipass-collect-2.0.1.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /minimatch/-/minimatch-9.0.9.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/minimatch/-/minimatch-9.0.9.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /minipass/-/minipass-7.1.3.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/minipass/-/minipass-7.1.3.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /mimic-function/-/mimic-function-5.0.1.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/mimic-function/-/mimic-function-5.0.1.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /mime-db/-/mime-db-1.54.0.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/mime-db/-/mime-db-1.54.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /media-typer/-/media-typer-1.1.0.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/media-typer/-/media-typer-1.1.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /merge-descriptors/-/merge-descriptors-2.0.0.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/merge-descriptors/-/merge-descriptors-2.0.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /mime-types/-/mime-types-3.0.2.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/mime-types/-/mime-types-3.0.2.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /math-intrinsics/-/math-intrinsics-1.1.0.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/math-intrinsics/-/math-intrinsics-1.1.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /make-fetch-happen/-/make-fetch-happen-14.0.3.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/make-fetch-happen/-/make-fetch-happen-14.0.3.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /lru-cache/-/lru-cache-5.1.1.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/lru-cache/-/lru-cache-5.1.1.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /log-symbols/-/log-symbols-6.0.0.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/log-symbols/-/log-symbols-6.0.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /log-update/-/log-update-6.1.0.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/log-update/-/log-update-6.1.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /listr2/-/listr2-9.0.1.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/listr2/-/listr2-9.0.1.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /magic-string/-/magic-string-0.30.17.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/magic-string/-/magic-string-0.30.17.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /json5/-/json5-2.2.3.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/json5/-/json5-2.2.3.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /jsonc-parser/-/jsonc-parser-3.3.1.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/jsonc-parser/-/jsonc-parser-3.3.1.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /json-schema-traverse/-/json-schema-traverse-1.0.0.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/json-schema-traverse/-/json-schema-traverse-1.0.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /jsesc/-/jsesc-3.1.0.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/jsesc/-/jsesc-3.1.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /lmdb/-/lmdb-3.4.2.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/lmdb/-/lmdb-3.4.2.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /jsonparse/-/jsonparse-1.3.1.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/jsonparse/-/jsonparse-1.3.1.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /jackspeak/-/jackspeak-3.4.3.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/jackspeak/-/jackspeak-3.4.3.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /json-parse-even-better-errors/-/json-parse-even-better-errors-4.0.0.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/json-parse-even-better-errors/-/json-parse-even-better-errors-4.0.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /js-tokens/-/js-tokens-4.0.0.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/js-tokens/-/js-tokens-4.0.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /isexe/-/isexe-2.0.0.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/isexe/-/isexe-2.0.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /istanbul-lib-instrument/-/istanbul-lib-instrument-6.0.3.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/istanbul-lib-instrument/-/istanbul-lib-instrument-6.0.3.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /istanbul-lib-coverage/-/istanbul-lib-coverage-3.2.2.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/istanbul-lib-coverage/-/istanbul-lib-coverage-3.2.2.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /is-unicode-supported/-/is-unicode-supported-2.1.0.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/is-unicode-supported/-/is-unicode-supported-2.1.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /is-interactive/-/is-interactive-2.0.0.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/is-interactive/-/is-interactive-2.0.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /is-promise/-/is-promise-4.0.0.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/is-promise/-/is-promise-4.0.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /ipaddr.js/-/ipaddr.js-1.9.1.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/ipaddr.js/-/ipaddr.js-1.9.1.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /is-fullwidth-code-point/-/is-fullwidth-code-point-4.0.0.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/is-fullwidth-code-point/-/is-fullwidth-code-point-4.0.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /is-glob/-/is-glob-4.0.3.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/is-glob/-/is-glob-4.0.3.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /is-extglob/-/is-extglob-2.1.1.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/is-extglob/-/is-extglob-2.1.1.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /is-core-module/-/is-core-module-2.16.2.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/is-core-module/-/is-core-module-2.16.2.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /ini/-/ini-5.0.0.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/ini/-/ini-5.0.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /inherits/-/inherits-2.0.4.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/inherits/-/inherits-2.0.4.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /imurmurhash/-/imurmurhash-0.1.4.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/imurmurhash/-/imurmurhash-0.1.4.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /ip-address/-/ip-address-10.2.0.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/ip-address/-/ip-address-10.2.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /immutable/-/immutable-5.1.6.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/immutable/-/immutable-5.1.6.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /iconv-lite/-/iconv-lite-0.7.2.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/iconv-lite/-/iconv-lite-0.7.2.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /http-proxy-agent/-/http-proxy-agent-7.0.2.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/http-proxy-agent/-/http-proxy-agent-7.0.2.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /ignore-walk/-/ignore-walk-8.0.0.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/ignore-walk/-/ignore-walk-8.0.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /http-errors/-/http-errors-2.0.1.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/http-errors/-/http-errors-2.0.1.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /https-proxy-agent/-/https-proxy-agent-7.0.6.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/https-proxy-agent/-/https-proxy-agent-7.0.6.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /hosted-git-info/-/hosted-git-info-9.0.3.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/hosted-git-info/-/hosted-git-info-9.0.3.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /htmlparser2/-/htmlparser2-10.1.0.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/htmlparser2/-/htmlparser2-10.1.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /has-symbols/-/has-symbols-1.1.0.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/has-symbols/-/has-symbols-1.1.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /hasown/-/hasown-2.0.4.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/hasown/-/hasown-2.0.4.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /http-cache-semantics/-/http-cache-semantics-4.2.0.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/http-cache-semantics/-/http-cache-semantics-4.2.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /gopd/-/gopd-1.2.0.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/gopd/-/gopd-1.2.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /graceful-fs/-/graceful-fs-4.2.11.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/graceful-fs/-/graceful-fs-4.2.11.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /glob-to-regexp/-/glob-to-regexp-0.4.1.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/glob-to-regexp/-/glob-to-regexp-0.4.1.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /get-proto/-/get-proto-1.0.1.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/get-proto/-/get-proto-1.0.1.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /glob/-/glob-10.5.0.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/glob/-/glob-10.5.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /get-east-asian-width/-/get-east-asian-width-1.6.0.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/get-east-asian-width/-/get-east-asian-width-1.6.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /get-caller-file/-/get-caller-file-2.0.5.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/get-caller-file/-/get-caller-file-2.0.5.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /get-intrinsic/-/get-intrinsic-1.3.0.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/get-intrinsic/-/get-intrinsic-1.3.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /fs-minipass/-/fs-minipass-3.0.3.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/fs-minipass/-/fs-minipass-3.0.3.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /function-bind/-/function-bind-1.1.2.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/function-bind/-/function-bind-1.1.2.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /fresh/-/fresh-2.0.0.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/fresh/-/fresh-2.0.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /fdir/-/fdir-6.5.0.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/fdir/-/fdir-6.5.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /gensync/-/gensync-1.0.0-beta.2.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/gensync/-/gensync-1.0.0-beta.2.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /foreground-child/-/foreground-child-3.3.1.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/foreground-child/-/foreground-child-3.3.1.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /forwarded/-/forwarded-0.2.0.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/forwarded/-/forwarded-0.2.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /fast-uri/-/fast-uri-3.1.2.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/fast-uri/-/fast-uri-3.1.2.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /express-rate-limit/-/express-rate-limit-7.5.1.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/express-rate-limit/-/express-rate-limit-7.5.1.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /fast-json-stable-stringify/-/fast-json-stable-stringify-2.1.0.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/fast-json-stable-stringify/-/fast-json-stable-stringify-2.1.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /finalhandler/-/finalhandler-2.1.1.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/finalhandler/-/finalhandler-2.1.1.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /fast-deep-equal/-/fast-deep-equal-3.1.3.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/fast-deep-equal/-/fast-deep-equal-3.1.3.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /eventemitter3/-/eventemitter3-5.0.4.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/eventemitter3/-/eventemitter3-5.0.4.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /eventsource/-/eventsource-3.0.7.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/eventsource/-/eventsource-3.0.7.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /express/-/express-5.2.1.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/express/-/express-5.2.1.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /exponential-backoff/-/exponential-backoff-3.1.3.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/exponential-backoff/-/exponential-backoff-3.1.3.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /eventsource-parser/-/eventsource-parser-3.1.0.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/eventsource-parser/-/eventsource-parser-3.1.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /escape-html/-/escape-html-1.0.3.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/escape-html/-/escape-html-1.0.3.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /etag/-/etag-1.8.1.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/etag/-/etag-1.8.1.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /escalade/-/escalade-3.2.0.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/escalade/-/escalade-3.2.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /es-define-property/-/es-define-property-1.0.1.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/es-define-property/-/es-define-property-1.0.1.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /es-errors/-/es-errors-1.3.0.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/es-errors/-/es-errors-1.3.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /env-paths/-/env-paths-2.2.1.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/env-paths/-/env-paths-2.2.1.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /es-object-atoms/-/es-object-atoms-1.1.2.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/es-object-atoms/-/es-object-atoms-1.1.2.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /esbuild/-/esbuild-0.25.9.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/esbuild/-/esbuild-0.25.9.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /environment/-/environment-1.1.0.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/environment/-/environment-1.1.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /err-code/-/err-code-2.0.3.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/err-code/-/err-code-2.0.3.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /encoding/-/encoding-0.1.13.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/encoding/-/encoding-0.1.13.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /encodeurl/-/encodeurl-2.0.0.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/encodeurl/-/encodeurl-2.0.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /entities/-/entities-4.5.0.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/entities/-/entities-4.5.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /electron-to-chromium/-/electron-to-chromium-1.5.371.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/electron-to-chromium/-/electron-to-chromium-1.5.371.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /emoji-regex/-/emoji-regex-10.6.0.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/emoji-regex/-/emoji-regex-10.6.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /eastasianwidth/-/eastasianwidth-0.2.0.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/eastasianwidth/-/eastasianwidth-0.2.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /ee-first/-/ee-first-1.1.1.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/ee-first/-/ee-first-1.1.1.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /domhandler/-/domhandler-5.0.3.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/domhandler/-/domhandler-5.0.3.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /dunder-proto/-/dunder-proto-1.0.1.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/dunder-proto/-/dunder-proto-1.0.1.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /detect-libc/-/detect-libc-2.1.2.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/detect-libc/-/detect-libc-2.1.2.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /domutils/-/domutils-3.2.2.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/domutils/-/domutils-3.2.2.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /depd/-/depd-2.0.0.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/depd/-/depd-2.0.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /dom-serializer/-/dom-serializer-2.0.0.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/dom-serializer/-/dom-serializer-2.0.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /domelementtype/-/domelementtype-2.3.0.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/domelementtype/-/domelementtype-2.3.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /debug/-/debug-4.4.3.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/debug/-/debug-4.4.3.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /css-what/-/css-what-7.0.0.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/css-what/-/css-what-7.0.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /cross-spawn/-/cross-spawn-7.0.6.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/cross-spawn/-/cross-spawn-7.0.6.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /cookie-signature/-/cookie-signature-1.2.2.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/cookie-signature/-/cookie-signature-1.2.2.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /cors/-/cors-2.8.6.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/cors/-/cors-2.8.6.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /css-select/-/css-select-6.0.0.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/css-select/-/css-select-6.0.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /cookie/-/cookie-0.7.2.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/cookie/-/cookie-0.7.2.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /color-name/-/color-name-1.1.4.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/color-name/-/color-name-1.1.4.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /convert-source-map/-/convert-source-map-1.9.0.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/convert-source-map/-/convert-source-map-1.9.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /content-disposition/-/content-disposition-1.1.0.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/content-disposition/-/content-disposition-1.1.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /content-type/-/content-type-1.0.5.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/content-type/-/content-type-1.0.5.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /color-convert/-/color-convert-2.0.1.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/color-convert/-/color-convert-2.0.1.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /colorette/-/colorette-2.0.20.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/colorette/-/colorette-2.0.20.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /cliui/-/cliui-9.0.1.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/cliui/-/cliui-9.0.1.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /cli-truncate/-/cli-truncate-4.0.0.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/cli-truncate/-/cli-truncate-4.0.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /cli-spinners/-/cli-spinners-2.9.2.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/cli-spinners/-/cli-spinners-2.9.2.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /chokidar/-/chokidar-4.0.3.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/chokidar/-/chokidar-4.0.3.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /chownr/-/chownr-2.0.0.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/chownr/-/chownr-2.0.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /cli-cursor/-/cli-cursor-5.0.0.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/cli-cursor/-/cli-cursor-5.0.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /cli-width/-/cli-width-4.1.0.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/cli-width/-/cli-width-4.1.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /chalk/-/chalk-5.6.2.tgz HTTP/1.1 status=200 upstream=172.19.0.2:4873 cache=MISS uri="/chalk/-/chalk-5.6.2.tgz" args="-"
