registry-1  | [registry] 2026-06-10T01:47:11.786Z GET /npm auth=absent
registry-1  | [registry-upstream] GET /nanoid/-/nanoid-3.3.12.tgz status=200 bytes=7347
registry-1  | [registry] 2026-06-10T01:47:13.346Z GET /minipass-collect/-/minipass-collect-2.0.1.tgz auth=absent
registry-1  | [registry-upstream] GET /msgpackr-extract/-/msgpackr-extract-3.0.4.tgz status=200 bytes=5073
registry-1  | [registry-upstream] GET /node-gyp/-/node-gyp-11.5.0.tgz status=200 bytes=460185
registry-1  | [registry] 2026-06-10T01:47:13.356Z GET /minimatch/-/minimatch-9.0.9.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:13.357Z GET /minipass/-/minipass-7.1.3.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:13.360Z GET /mimic-function/-/mimic-function-5.0.1.tgz auth=absent
registry-1  | [registry-upstream] GET /minipass-pipeline/-/minipass-pipeline-1.2.4.tgz status=200 bytes=3001
registry-1  | [registry] 2026-06-10T01:47:13.373Z GET /mime-db/-/mime-db-1.54.0.tgz auth=absent
registry-1  | [registry-upstream] GET /minizlib/-/minizlib-3.1.0.tgz status=200 bytes=18461
registry-1  | [registry-upstream] GET /mrmime/-/mrmime-2.0.1.tgz status=200 bytes=6358
registry-1  | [registry-upstream] GET /minipass-sized/-/minipass-sized-1.0.3.tgz status=200 bytes=30780
registry-1  | [registry-upstream] GET /mkdirp/-/mkdirp-1.0.4.tgz status=200 bytes=6665
registry-1  | [registry-upstream] GET /minipass-flush/-/minipass-flush-1.0.7.tgz status=200 bytes=2191
registry-1  | [registry-upstream] GET /ms/-/ms-2.1.3.tgz status=200 bytes=2967
registry-1  | [registry-upstream] GET /msgpackr/-/msgpackr-1.12.1.tgz status=200 bytes=465901
registry-1  | [registry-upstream] GET /minipass-fetch/-/minipass-fetch-4.0.1.tgz status=200 bytes=13592
registry-1  | [registry-upstream] GET /minipass-collect/-/minipass-collect-2.0.1.tgz status=200 bytes=2094
registry-1  | [registry] 2026-06-10T01:47:13.389Z GET /media-typer/-/media-typer-1.1.0.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:13.390Z GET /merge-descriptors/-/merge-descriptors-2.0.0.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:13.391Z GET /mime-types/-/mime-types-3.0.2.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:13.392Z GET /make-fetch-happen/-/make-fetch-happen-14.0.3.tgz auth=absent
registry-1  | [registry-upstream] GET /minimatch/-/minimatch-9.0.9.tgz status=200 bytes=101396
registry-1  | [registry] 2026-06-10T01:47:13.402Z GET /math-intrinsics/-/math-intrinsics-1.1.0.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:13.404Z GET /magic-string/-/magic-string-0.30.17.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:13.405Z GET /log-update/-/log-update-6.1.0.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:13.407Z GET /lru-cache/-/lru-cache-5.1.1.tgz auth=absent
registry-1  | [registry-upstream] GET /minipass/-/minipass-7.1.3.tgz status=200 bytes=83605
registry-1  | [registry] 2026-06-10T01:47:13.411Z GET /log-symbols/-/log-symbols-6.0.0.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:13.412Z GET /listr2/-/listr2-9.0.1.tgz auth=absent
registry-1  | [registry-upstream] GET /mimic-function/-/mimic-function-5.0.1.tgz status=200 bytes=3203
registry-1  | [registry] 2026-06-10T01:47:13.413Z GET /lmdb/-/lmdb-3.4.2.tgz auth=absent
registry-1  | [registry-upstream] GET /mime-db/-/mime-db-1.54.0.tgz status=200 bytes=29535
registry-1  | [registry-upstream] GET /media-typer/-/media-typer-1.1.0.tgz status=200 bytes=3658
registry-1  | [registry] 2026-06-10T01:47:13.426Z GET /jsonc-parser/-/jsonc-parser-3.3.1.tgz auth=absent
registry-1  | [registry-upstream] GET /merge-descriptors/-/merge-descriptors-2.0.0.tgz status=200 bytes=2013
registry-1  | [registry] 2026-06-10T01:47:13.430Z GET /jsonparse/-/jsonparse-1.3.1.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:13.430Z GET /json5/-/json5-2.2.3.tgz auth=absent
registry-1  | [registry-upstream] GET /mime-types/-/mime-types-3.0.2.tgz status=200 bytes=7375
registry-1  | [registry-upstream] GET /math-intrinsics/-/math-intrinsics-1.1.0.tgz status=200 bytes=6355
registry-1  | [registry] 2026-06-10T01:47:13.444Z GET /json-schema-traverse/-/json-schema-traverse-1.0.0.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:13.446Z GET /jsesc/-/jsesc-3.1.0.tgz auth=absent
registry-1  | [registry-upstream] GET /make-fetch-happen/-/make-fetch-happen-14.0.3.tgz status=200 bytes=16391
registry-1  | [registry] 2026-06-10T01:47:13.447Z GET /json-parse-even-better-errors/-/json-parse-even-better-errors-4.0.0.tgz auth=absent
registry-1  | [registry-upstream] GET /lru-cache/-/lru-cache-5.1.1.tgz status=200 bytes=5824
registry-1  | [registry-upstream] GET /log-symbols/-/log-symbols-6.0.0.tgz status=200 bytes=2029
registry-1  | [registry-upstream] GET /log-update/-/log-update-6.1.0.tgz status=200 bytes=2939
registry-1  | [registry-upstream] GET /listr2/-/listr2-9.0.1.tgz status=200 bytes=57982
registry-1  | [registry-upstream] GET /magic-string/-/magic-string-0.30.17.tgz status=200 bytes=90183
registry-1  | [registry] 2026-06-10T01:47:13.466Z GET /jackspeak/-/jackspeak-3.4.3.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:13.468Z GET /istanbul-lib-instrument/-/istanbul-lib-instrument-6.0.3.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:13.470Z GET /js-tokens/-/js-tokens-4.0.0.tgz auth=absent
registry-1  | [registry-upstream] GET /json5/-/json5-2.2.3.tgz status=200 bytes=50318
registry-1  | [registry] 2026-06-10T01:47:13.483Z GET /isexe/-/isexe-2.0.0.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:13.485Z GET /istanbul-lib-coverage/-/istanbul-lib-coverage-3.2.2.tgz auth=absent
registry-1  | [registry-upstream] GET /lmdb/-/lmdb-3.4.2.tgz status=200 bytes=617641
registry-1  | [registry-upstream] GET /jsonc-parser/-/jsonc-parser-3.3.1.tgz status=200 bytes=27354
registry-1  | [registry-upstream] GET /json-schema-traverse/-/json-schema-traverse-1.0.0.tgz status=200 bytes=6074
registry-1  | [registry-upstream] GET /jsesc/-/jsesc-3.1.0.tgz status=200 bytes=10038
registry-1  | [registry] 2026-06-10T01:47:13.494Z GET /is-unicode-supported/-/is-unicode-supported-2.1.0.tgz auth=absent
registry-1  | [registry-upstream] GET /jsonparse/-/jsonparse-1.3.1.tgz status=200 bytes=8550
registry-1  | [registry] 2026-06-10T01:47:13.497Z GET /is-interactive/-/is-interactive-2.0.0.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:13.498Z GET /is-promise/-/is-promise-4.0.0.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:13.508Z GET /is-fullwidth-code-point/-/is-fullwidth-code-point-4.0.0.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:13.513Z GET /is-glob/-/is-glob-4.0.3.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:13.514Z GET /is-extglob/-/is-extglob-2.1.1.tgz auth=absent
registry-1  | [registry-upstream] GET /jackspeak/-/jackspeak-3.4.3.tgz status=200 bytes=61399
registry-1  | [registry-upstream] GET /json-parse-even-better-errors/-/json-parse-even-better-errors-4.0.0.tgz status=200 bytes=4483
registry-1  | [registry-upstream] GET /js-tokens/-/js-tokens-4.0.0.tgz status=200 bytes=6542
registry-1  | [registry] 2026-06-10T01:47:13.520Z GET /ipaddr.js/-/ipaddr.js-1.9.1.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:13.521Z GET /is-core-module/-/is-core-module-2.16.2.tgz auth=absent
registry-1  | [registry-upstream] GET /isexe/-/isexe-2.0.0.tgz status=200 bytes=3756
registry-1  | [registry-upstream] GET /istanbul-lib-instrument/-/istanbul-lib-instrument-6.0.3.tgz status=200 bytes=16798
registry-1  | [registry-upstream] GET /istanbul-lib-coverage/-/istanbul-lib-coverage-3.2.2.tgz status=200 bytes=9351
registry-1  | [registry] 2026-06-10T01:47:13.532Z GET /ini/-/ini-5.0.0.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:13.534Z GET /ip-address/-/ip-address-10.2.0.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:13.538Z GET /inherits/-/inherits-2.0.4.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:13.540Z GET /immutable/-/immutable-5.1.6.tgz auth=absent
registry-1  | [registry-upstream] GET /is-unicode-supported/-/is-unicode-supported-2.1.0.tgz status=200 bytes=2048
registry-1  | [registry-upstream] GET /is-interactive/-/is-interactive-2.0.0.tgz status=200 bytes=2391
registry-1  | [registry-upstream] GET /is-promise/-/is-promise-4.0.0.tgz status=200 bytes=1620
registry-1  | [registry] 2026-06-10T01:47:13.551Z GET /imurmurhash/-/imurmurhash-0.1.4.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:13.553Z GET /iconv-lite/-/iconv-lite-0.7.2.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:13.555Z GET /ignore-walk/-/ignore-walk-8.0.0.tgz auth=absent
registry-1  | [registry-upstream] GET /ipaddr.js/-/ipaddr.js-1.9.1.tgz status=200 bytes=11501
registry-1  | [registry-upstream] GET /is-fullwidth-code-point/-/is-fullwidth-code-point-4.0.0.tgz status=200 bytes=2316
registry-1  | [registry-upstream] GET /is-glob/-/is-glob-4.0.3.tgz status=200 bytes=4255
registry-1  | [registry-upstream] GET /is-extglob/-/is-extglob-2.1.1.tgz status=200 bytes=2663
registry-1  | [registry] 2026-06-10T01:47:13.565Z GET /https-proxy-agent/-/https-proxy-agent-7.0.6.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:13.567Z GET /http-errors/-/http-errors-2.0.1.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:13.569Z GET /http-proxy-agent/-/http-proxy-agent-7.0.2.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:13.578Z GET /htmlparser2/-/htmlparser2-10.1.0.tgz auth=absent
registry-1  | [registry-upstream] GET /is-core-module/-/is-core-module-2.16.2.tgz status=200 bytes=11024
registry-1  | [registry-upstream] GET /ini/-/ini-5.0.0.tgz status=200 bytes=4909
registry-1  | [registry-upstream] GET /inherits/-/inherits-2.0.4.tgz status=200 bytes=2030
registry-1  | [registry] 2026-06-10T01:47:13.586Z GET /http-cache-semantics/-/http-cache-semantics-4.2.0.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:13.587Z GET /hosted-git-info/-/hosted-git-info-9.0.3.tgz auth=absent
registry-1  | [registry-upstream] GET /imurmurhash/-/imurmurhash-0.1.4.tgz status=200 bytes=4312
registry-1  | [registry] 2026-06-10T01:47:13.589Z GET /has-symbols/-/has-symbols-1.1.0.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:13.599Z GET /hasown/-/hasown-2.0.4.tgz auth=absent
registry-1  | [registry-upstream] GET /ip-address/-/ip-address-10.2.0.tgz status=200 bytes=59066
registry-1  | [registry] 2026-06-10T01:47:13.603Z GET /gopd/-/gopd-1.2.0.tgz auth=absent
registry-1  | [registry-upstream] GET /immutable/-/immutable-5.1.6.tgz status=200 bytes=142751
registry-1  | [registry-upstream] GET /iconv-lite/-/iconv-lite-0.7.2.tgz status=200 bytes=189646
registry-1  | [registry] 2026-06-10T01:47:13.608Z GET /graceful-fs/-/graceful-fs-4.2.11.tgz auth=absent
registry-1  | [registry-upstream] GET /http-proxy-agent/-/http-proxy-agent-7.0.2.tgz status=200 bytes=6290
registry-1  | [registry-upstream] GET /ignore-walk/-/ignore-walk-8.0.0.tgz status=200 bytes=4817
registry-1  | [registry-upstream] GET /http-errors/-/http-errors-2.0.1.tgz status=200 bytes=6448
registry-1  | [registry] 2026-06-10T01:47:13.613Z GET /glob-to-regexp/-/glob-to-regexp-0.4.1.tgz auth=absent
registry-1  | [registry-upstream] GET /https-proxy-agent/-/https-proxy-agent-7.0.6.tgz status=200 bytes=8998
registry-1  | [registry] 2026-06-10T01:47:13.623Z GET /get-proto/-/get-proto-1.0.1.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:13.629Z GET /glob/-/glob-10.5.0.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:13.631Z GET /get-east-asian-width/-/get-east-asian-width-1.6.0.tgz auth=absent
registry-1  | [registry-upstream] GET /hosted-git-info/-/hosted-git-info-9.0.3.tgz status=200 bytes=8129
registry-1  | [registry] 2026-06-10T01:47:13.635Z GET /get-intrinsic/-/get-intrinsic-1.3.0.tgz auth=absent
registry-1  | [registry-upstream] GET /htmlparser2/-/htmlparser2-10.1.0.tgz status=200 bytes=38422
registry-1  | [registry-upstream] GET /has-symbols/-/has-symbols-1.1.0.tgz status=200 bytes=8059
registry-1  | [registry-upstream] GET /hasown/-/hasown-2.0.4.tgz status=200 bytes=4608
registry-1  | [registry-upstream] GET /http-cache-semantics/-/http-cache-semantics-4.2.0.tgz status=200 bytes=13982
registry-1  | [registry] 2026-06-10T01:47:13.642Z GET /get-caller-file/-/get-caller-file-2.0.5.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:13.645Z GET /function-bind/-/function-bind-1.1.2.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:13.646Z GET /fresh/-/fresh-2.0.0.tgz auth=absent
registry-1  | [registry-upstream] GET /gopd/-/gopd-1.2.0.tgz status=200 bytes=4584
registry-1  | [registry-upstream] GET /graceful-fs/-/graceful-fs-4.2.11.tgz status=200 bytes=9804
registry-1  | [registry] 2026-06-10T01:47:13.651Z GET /fs-minipass/-/fs-minipass-3.0.3.tgz auth=absent
registry-1  | [registry-upstream] GET /glob-to-regexp/-/glob-to-regexp-0.4.1.tgz status=200 bytes=4489
registry-1  | [registry-upstream] GET /get-proto/-/get-proto-1.0.1.tgz status=200 bytes=4474
registry-1  | [registry-upstream] GET /glob/-/glob-10.5.0.tgz status=200 bytes=74227
registry-1  | [registry] 2026-06-10T01:47:13.667Z GET /gensync/-/gensync-1.0.0-beta.2.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:13.668Z GET /foreground-child/-/foreground-child-3.3.1.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:13.670Z GET /fdir/-/fdir-6.5.0.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:13.672Z GET /forwarded/-/forwarded-0.2.0.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:13.673Z GET /fast-uri/-/fast-uri-3.1.2.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:13.682Z GET /finalhandler/-/finalhandler-2.1.1.tgz auth=absent
registry-1  | [registry-upstream] GET /get-east-asian-width/-/get-east-asian-width-1.6.0.tgz status=200 bytes=5310
registry-1  | [registry-upstream] GET /get-caller-file/-/get-caller-file-2.0.5.tgz status=200 bytes=2383
registry-1  | [registry-upstream] GET /get-intrinsic/-/get-intrinsic-1.3.0.tgz status=200 bytes=13800
registry-1  | [registry-upstream] GET /fs-minipass/-/fs-minipass-3.0.3.tgz status=200 bytes=4516
registry-1  | [registry-upstream] GET /function-bind/-/function-bind-1.1.2.tgz status=200 bytes=9799
registry-1  | [registry] 2026-06-10T01:47:13.690Z GET /fast-json-stable-stringify/-/fast-json-stable-stringify-2.1.0.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:13.690Z GET /express-rate-limit/-/express-rate-limit-7.5.1.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:13.693Z GET /fast-deep-equal/-/fast-deep-equal-3.1.3.tgz auth=absent
registry-1  | [registry-upstream] GET /fresh/-/fresh-2.0.0.tgz status=200 bytes=4330
registry-1  | [registry] 2026-06-10T01:47:13.703Z GET /exponential-backoff/-/exponential-backoff-3.1.3.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:13.704Z GET /express/-/express-5.2.1.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:13.706Z GET /eventsource-parser/-/eventsource-parser-3.1.0.tgz auth=absent
registry-1  | [registry-upstream] GET /fdir/-/fdir-6.5.0.tgz status=200 bytes=9742
registry-1  | [registry] 2026-06-10T01:47:13.709Z GET /eventemitter3/-/eventemitter3-5.0.4.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:13.710Z GET /eventsource/-/eventsource-3.0.7.tgz auth=absent
registry-1  | [registry-upstream] GET /gensync/-/gensync-1.0.0-beta.2.tgz status=200 bytes=7442
registry-1  | [registry-upstream] GET /foreground-child/-/foreground-child-3.3.1.tgz status=200 bytes=12526
registry-1  | [registry-upstream] GET /forwarded/-/forwarded-0.2.0.tgz status=200 bytes=2696
registry-1  | [registry-upstream] GET /fast-uri/-/fast-uri-3.1.2.tgz status=200 bytes=29039
registry-1  | [registry-upstream] GET /express-rate-limit/-/express-rate-limit-7.5.1.tgz status=200 bytes=25842
registry-1  | [registry-upstream] GET /fast-json-stable-stringify/-/fast-json-stable-stringify-2.1.0.tgz status=200 bytes=6318
registry-1  | [registry-upstream] GET /finalhandler/-/finalhandler-2.1.1.tgz status=200 bytes=6341
registry-1  | [registry] 2026-06-10T01:47:13.728Z GET /escape-html/-/escape-html-1.0.3.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:13.729Z GET /etag/-/etag-1.8.1.tgz auth=absent
registry-1  | [registry-upstream] GET /fast-deep-equal/-/fast-deep-equal-3.1.3.tgz status=200 bytes=3656
registry-1  | [registry] 2026-06-10T01:47:13.740Z GET /escalade/-/escalade-3.2.0.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:13.741Z GET /es-errors/-/es-errors-1.3.0.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:13.743Z GET /esbuild/-/esbuild-0.25.9.tgz auth=absent
registry-1  | [registry-upstream] GET /eventemitter3/-/eventemitter3-5.0.4.tgz status=200 bytes=12133
registry-1  | [registry] 2026-06-10T01:47:13.746Z GET /es-define-property/-/es-define-property-1.0.1.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:13.747Z GET /es-object-atoms/-/es-object-atoms-1.1.2.tgz auth=absent
registry-1  | [registry-upstream] GET /eventsource/-/eventsource-3.0.7.tgz status=200 bytes=24507
registry-1  | [registry-upstream] GET /express/-/express-5.2.1.tgz status=200 bytes=22560
registry-1  | [registry-upstream] GET /exponential-backoff/-/exponential-backoff-3.1.3.tgz status=200 bytes=15151
registry-1  | [registry-upstream] GET /eventsource-parser/-/eventsource-parser-3.1.0.tgz status=200 bytes=23296
registry-1  | [registry] 2026-06-10T01:47:13.754Z GET /err-code/-/err-code-2.0.3.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:13.755Z GET /env-paths/-/env-paths-2.2.1.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:13.762Z GET /environment/-/environment-1.1.0.tgz auth=absent
registry-1  | [registry-upstream] GET /escape-html/-/escape-html-1.0.3.tgz status=200 bytes=1917
registry-1  | [registry] 2026-06-10T01:47:13.764Z GET /encoding/-/encoding-0.1.13.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:13.765Z GET /entities/-/entities-4.5.0.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:13.768Z GET /encodeurl/-/encodeurl-2.0.0.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:13.770Z GET /electron-to-chromium/-/electron-to-chromium-1.5.371.tgz auth=absent
registry-1  | [registry-upstream] GET /etag/-/etag-1.8.1.tgz status=200 bytes=4386
registry-1  | [registry-upstream] GET /escalade/-/escalade-3.2.0.tgz status=200 bytes=4483
registry-1  | [registry-upstream] GET /es-define-property/-/es-define-property-1.0.1.tgz status=200 bytes=4431
registry-1  | [registry] 2026-06-10T01:47:13.783Z GET /emoji-regex/-/emoji-regex-10.6.0.tgz auth=absent
registry-1  | [registry-upstream] GET /es-errors/-/es-errors-1.3.0.tgz status=200 bytes=5338
registry-1  | [registry] 2026-06-10T01:47:13.787Z GET /eastasianwidth/-/eastasianwidth-0.2.0.tgz auth=absent
registry-1  | [registry-upstream] GET /env-paths/-/env-paths-2.2.1.tgz status=200 bytes=3411
registry-1  | [registry-upstream] GET /es-object-atoms/-/es-object-atoms-1.1.2.tgz status=200 bytes=4820
registry-1  | [registry-upstream] GET /esbuild/-/esbuild-0.25.9.tgz status=200 bytes=30946
registry-1  | [registry-upstream] GET /environment/-/environment-1.1.0.tgz status=200 bytes=2766
registry-1  | [registry-upstream] GET /err-code/-/err-code-2.0.3.tgz status=200 bytes=3433
registry-1  | [registry-upstream] GET /encoding/-/encoding-0.1.13.tgz status=200 bytes=3040
registry-1  | [registry] 2026-06-10T01:47:13.802Z GET /ee-first/-/ee-first-1.1.1.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:13.803Z GET /dunder-proto/-/dunder-proto-1.0.1.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:13.805Z GET /domhandler/-/domhandler-5.0.3.tgz auth=absent
registry-1  | [registry-upstream] GET /encodeurl/-/encodeurl-2.0.0.tgz status=200 bytes=3020
registry-1  | [registry] 2026-06-10T01:47:13.814Z GET /domutils/-/domutils-3.2.2.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:13.816Z GET /dom-serializer/-/dom-serializer-2.0.0.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:13.818Z GET /domelementtype/-/domelementtype-2.3.0.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:13.820Z GET /detect-libc/-/detect-libc-2.1.2.tgz auth=absent
registry-1  | [registry-upstream] GET /entities/-/entities-4.5.0.tgz status=200 bytes=77368
registry-1  | [registry] 2026-06-10T01:47:13.822Z GET /depd/-/depd-2.0.0.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:13.823Z GET /debug/-/debug-4.4.3.tgz auth=absent
registry-1  | [registry-upstream] GET /electron-to-chromium/-/electron-to-chromium-1.5.371.tgz status=200 bytes=33690
registry-1  | [registry-upstream] GET /emoji-regex/-/emoji-regex-10.6.0.tgz status=200 bytes=5610
registry-1  | [registry] 2026-06-10T01:47:13.838Z GET /css-select/-/css-select-6.0.0.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:13.840Z GET /css-what/-/css-what-7.0.0.tgz auth=absent
registry-1  | [registry-upstream] GET /eastasianwidth/-/eastasianwidth-0.2.0.tgz status=200 bytes=2893
registry-1  | [registry] 2026-06-10T01:47:13.844Z GET /cors/-/cors-2.8.6.tgz auth=absent
registry-1  | [registry-upstream] GET /ee-first/-/ee-first-1.1.1.tgz status=200 bytes=2733
registry-1  | [registry-upstream] GET /domhandler/-/domhandler-5.0.3.tgz status=200 bytes=12587
registry-1  | [registry-upstream] GET /dunder-proto/-/dunder-proto-1.0.1.tgz status=200 bytes=5049
registry-1  | [registry-upstream] GET /detect-libc/-/detect-libc-2.1.2.tgz status=200 bytes=7776
registry-1  | [registry] 2026-06-10T01:47:13.856Z GET /cookie-signature/-/cookie-signature-1.2.2.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:13.859Z GET /cross-spawn/-/cross-spawn-7.0.6.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:13.860Z GET /cookie/-/cookie-0.7.2.tgz auth=absent
registry-1  | [registry-upstream] GET /domutils/-/domutils-3.2.2.tgz status=200 bytes=23891
registry-1  | [registry-upstream] GET /depd/-/depd-2.0.0.tgz status=200 bytes=8374
registry-1  | [registry-upstream] GET /dom-serializer/-/dom-serializer-2.0.0.tgz status=200 bytes=6820
registry-1  | [registry-upstream] GET /domelementtype/-/domelementtype-2.3.0.tgz status=200 bytes=2909
registry-1  | [registry] 2026-06-10T01:47:13.872Z GET /convert-source-map/-/convert-source-map-1.9.0.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:13.873Z GET /content-type/-/content-type-1.0.5.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:13.875Z GET /color-name/-/color-name-1.1.4.tgz auth=absent
registry-1  | [registry-upstream] GET /debug/-/debug-4.4.3.tgz status=200 bytes=13449
registry-1  | [registry] 2026-06-10T01:47:13.877Z GET /content-disposition/-/content-disposition-1.1.0.tgz auth=absent
registry-1  | [registry-upstream] GET /css-what/-/css-what-7.0.0.tgz status=200 bytes=34289
registry-1  | [registry-upstream] GET /cross-spawn/-/cross-spawn-7.0.6.tgz status=200 bytes=6255
registry-1  | [registry] 2026-06-10T01:47:13.891Z GET /color-convert/-/color-convert-2.0.1.tgz auth=absent
registry-1  | [registry-upstream] GET /cookie-signature/-/cookie-signature-1.2.2.tgz status=200 bytes=2524
registry-1  | [registry] 2026-06-10T01:47:13.895Z GET /colorette/-/colorette-2.0.20.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:13.895Z GET /cliui/-/cliui-9.0.1.tgz auth=absent
registry-1  | [registry-upstream] GET /cors/-/cors-2.8.6.tgz status=200 bytes=6456
registry-1  | [registry-upstream] GET /css-select/-/css-select-6.0.0.tgz status=200 bytes=48324
registry-1  | [registry] 2026-06-10T01:47:13.899Z GET /cli-truncate/-/cli-truncate-4.0.0.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:13.900Z GET /cli-width/-/cli-width-4.1.0.tgz auth=absent
registry-1  | [registry-upstream] GET /cookie/-/cookie-0.7.2.tgz status=200 bytes=8220
registry-1  | [registry] 2026-06-10T01:47:13.911Z GET /cli-spinners/-/cli-spinners-2.9.2.tgz auth=absent
registry-1  | [registry-upstream] GET /color-name/-/color-name-1.1.4.tgz status=200 bytes=2868
registry-1  | [registry-upstream] GET /convert-source-map/-/convert-source-map-1.9.0.tgz status=200 bytes=4005
registry-1  | [registry] 2026-06-10T01:47:13.917Z GET /cli-cursor/-/cli-cursor-5.0.0.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:13.918Z GET /chownr/-/chownr-2.0.0.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:13.919Z GET /chokidar/-/chokidar-4.0.3.tgz auth=absent
registry-1  | [registry-upstream] GET /content-disposition/-/content-disposition-1.1.0.tgz status=200 bytes=7066
registry-1  | [registry] 2026-06-10T01:47:13.923Z GET /chalk/-/chalk-5.6.2.tgz auth=absent
registry-1  | [registry-upstream] GET /content-type/-/content-type-1.0.5.tgz status=200 bytes=3914
registry-1  | [registry-upstream] GET /color-convert/-/color-convert-2.0.1.tgz status=200 bytes=8996
registry-1  | [registry-upstream] GET /colorette/-/colorette-2.0.20.tgz status=200 bytes=5063
registry-1  | [registry] 2026-06-10T01:47:13.937Z GET /caniuse-lite/-/caniuse-lite-1.0.30001797.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:13.939Z GET /chardet/-/chardet-2.1.1.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:13.940Z GET /call-bind-apply-helpers/-/call-bind-apply-helpers-1.0.2.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:13.941Z GET /cacache/-/cacache-19.0.1.tgz auth=absent
registry-1  | [registry-upstream] GET /cliui/-/cliui-9.0.1.tgz status=200 bytes=19175
registry-1  | [registry-upstream] GET /cli-truncate/-/cli-truncate-4.0.0.tgz status=200 bytes=3278
registry-1  | [registry-upstream] GET /cli-spinners/-/cli-spinners-2.9.2.tgz status=200 bytes=6598
registry-1  | [registry] 2026-06-10T01:47:13.957Z GET /call-bound/-/call-bound-1.0.4.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:13.959Z GET /bytes/-/bytes-3.1.2.tgz auth=absent
